,X1,PMCID,statistic,reported,df1,df2,p,value,n,context,sectionName,decision,doi,journalID,journalIDAbrev,title,issue,volume,call,realYear
525,529,PMC3900765,F,"F(3, 81) = 5.271, p = 0.006",3,81,p = 0.006,5.271,NA,"few errors per condition. Method 1. primacy and recency assigned according to the position of the correct response. A repeated measures ANOVA examining the effect of task and serial position on reaction time revealed significant interactions between task and serial position of the correct response [F(3, 81) = 5.271, p = 0.006, Œ<U+2211>2p = 0.387]. Again, primacy and recency effects were calculated using method 1 and the resulting indices were compared across JOR and JOP to test whether the items with the quickest retrieval speed (and arguably the most heightened memory state) were consistent across task. An ANOVA with task (JO",Experiment 2,4,10.3389/fnhum.2014.00006,Frontiers in Human Neuroscience,Front Hum Neurosci,Primacy and recency effects as indices of the focus of attention,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:3900765&metadataPrefix=pmc,2014
526,530,PMC3901361,F,"F(3,90) = 3.425, p = 0.021",3,90,p = 0.021,3.425,NA,"es per placement. To test the effect of brand prominence on brand awareness, we performed one-way repeated measures ANOVAs on the brand awareness rates of these four types of placements. Concerning brand recall, results reveal that there are significant differences between the different placements [F(3,90) = 3.425, p = 0.021]. Large-central placements (M = 0.548, SD = 0.568) obtain the highest recall rates, followed by small-central placements (M = 0.387, SD = 0.615), large-peripheral placements (M = 0.258, SD = 0.445), and lastly, small-peripheral placements (M = 0.161, SD = 0.374). Bonferroni post hoc tests demonstra",RESULTS,1,10.3389/fpsyg.2013.01023,Frontiers in Psychology,Front Psychol,Recall and recognition of in-game advertising: the role of game control,NA,4,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:3901361&metadataPrefix=pmc,2014
527,531,PMC3901754,chi,"œá2(1) = 16.50, p < .001",NA,1,p < .001,16.5,NA,"-esteem F(1,1317) = 16.31, p < .001 compared to the survey-only group. There was no significant difference in age and self-efficacy scores. Also, in the MoodGYM trial group there were more females, Pearson s œá2(1) = 29.16, p < .001, and more individuals self-reporting current need of help Pearson s œá2(1) = 16.50, p < .001. Testing of assumptions in MoodGYM trialTo test the assumption of statistically independent observations, intra-class correlations (ICCs) were calculated for each of the outcome measures within the first, second and third year at each schoo1. There was no evidence of clusters based on year. Intra-c",Results,4,10.1186/1471-244X-14-14,BMC Psychiatry,BMC Psychiatry,Uptake and adherence of a self-directed internet-based mental health intervention with tailored e-mail reminders in senior high schools in Norway,NA,14,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:3901754&metadataPrefix=pmc,2014
528,532,PMC3902831,F,"F(1, 11) = 19.1, p < .002",1,11,p < .002,19.1,NA,"for high spatial frequency than for low spatialfrequency targets (70.3 vs. 90.8%), F(1, 11) = 28.4,p < .001. An interaction was observed between TargetOrientation, Cue Validity, and Target Side, F(1, 11) = 11.1,p < .01. Separate analyses for LVF targets only revealed an effect of spatial frequency,F(1, 11) = 19.1, p < .002, with betterperformance for low than for high frequency targets (90.9 vs. 71.3%). Separateanalyses for RVF targets revealed an effect of spatial frequency,F(1, 11) = 19.1, p < .002, a maineffect of cue validity, F(1, 11) = 5.2, p <.05, and an interaction between Target Orientation and Cue Validity,",Results,2,10.2478/v10053-008-0144-7,Advances in Cognitive Psychology,Adv Cogn Psychol,"Lateralized power spectra of the EEG as an index of visuospatial
attention",4,9,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:3902831&metadataPrefix=pmc,2013
529,533,PMC3904092,F,"F(10, 13) = 57.68, p < 0.001",10,13,p < 0.001,57.68,NA,"HRA choices as weight increased than was observed in either Experiment 1 (Figure 6C) or Experiment 2 (Figure 6D). More importantly, there were no differences between groups. These observations are borne out by statistical analyses. An Increment vó Group ANOVA showed only a main effect of increment, F(10, 13) = 57.68, p < 0.001 but no effect of Group or Increment vó Group interaction. Hence, when tested without prior weight-lifting experience, increasing weights clearly deterred HRA choices. However, despite the increasing difficulty of the task, we found no indication that rats with ACC lesions were less likely to choose",Results,1,10.3389/fnbeh.2014.00012,Frontiers in Behavioral Neuroscience,Front Behav Neurosci,Not all effort is equal: the role of the anterior cingulate cortex in different forms of effort-reward decisions,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:3904092&metadataPrefix=pmc,2014
530,534,PMC3905217,F,"F(1,16) = 15.7, p < 0.002",1,16,p < 0.002,15.7,NA,"nipulation as previously reported (see Discussion). C9 was quantified as the mean activity 280-430 ms post-stimulus and referenced to the mean of the 200 ms pre-stimulus interva1. Analysis included Task and Load factors. The main effects were significant - Task, F(1,16) = 18.2, p < 0.002, and Load, F(1,16) = 15.7, p < 0.002 - confirming that the amplitude was largest in the 2-back and in the location conditions (see Table 1). FIGURE 7 Component 9 (C9). For each component, (A-C) are as in Figure 4. Source estimates were similar to C1. In fact, the location with maximal current density is the same as C1 (see Table 1). H",RESULTS,2,10.3389/fnhum.2014.00004,Frontiers in Human Neuroscience,Front Hum Neurosci,Time-course of cortical networks involved in working memory,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:3905217&metadataPrefix=pmc,2014
531,535,PMC3905515,F,"F(3,114) = 360.1, P < 0.001",3,114,p < 0.001,360.1,NA,"me: F(11,154) = 18.72, P < 0.001; interaction: F(11,154) = 1.27, P = 0.245] (Figure 1). Both groups of rats increased their morphine consumption during the first 4 weeks of phase II similarly, and then reached a plateau (Figure 1). All rats gained weight across the three-week training period [time: F(3,114) = 360.1, P < 0.001], and no difference was seen in the rate of weight gain between UE (79.8 ¬± 4.5 g) and E (76.8 ¬± 4.0 g) rats [F(1 ,38 ) = 0.992, P = 0.326; interaction: F(3,114) = 1.3, P = 0.290]. This experiment showed that E rats had a higher mean plasma Œ=-endorphin level than UE rats at the end of phase I (1176.",Results,4,NA,Addiction & Health,Addict Health,Does Exercise Deprivation Increase the Tendency Towards Morphine Dependence in Rats?,4-Mar,2,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:3905515&metadataPrefix=pmc,2010
532,536,PMC3906500,F,"F(1, 44) = 42.93, p < 0.001",1,44,p < 0.001,42.93,NA,"ing that participants used either only visual or only haptic cues with probabilities that are estimated by the empirical weights. Again, two ANOVAs were conducted. For both large and small intersensory discrepancies observed JNDs were significantly smaller than predicted from cue switching, [large: F(1, 44) = 42.93, p < 0.001; small: F(1, 22) = 5.85, p = 0.024]. For small discrepancies the Value effect was independent from Age Group [interaction, F(1, 22) = 0.004, p = 0.95], while for large discrepancies it was more pronounced for adults than for children, F(1, 44) = 5.89, p < 0.019. However, the slope analyses confirm",Results,2,10.3389/fpsyg.2014.00057,Frontiers in Psychology,Front Psychol,The influence of intersensory discrepancy on visuo-haptic integration is similar in 6-year-old children and adults,NA,5,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:3906500&metadataPrefix=pmc,2014
533,537,PMC3906562,F,"F(1, 11) = 16.62, p = 0.002",1,11,p = 0.002,16.62,NA,"e [F(2, 22) = 9.86, p = 0.001, Œ<U+2211>2 = 0.473] indicating a significant decrease in EPDS scores across time (Mean EPDS pre-test = 12.024, Mean EPDS post-test = 8.17, Mean EPDS follow up = 7.905). Post-hoc tests of within-subjects contrasts showed a significant difference between pre-test and post-test [F(1, 11) = 16.62, p = 0.002, Œ<U+2211>2 = 0.602], but no significant difference between post-test and follow-up [F(1, 11) = 0.08, p = 0.780, Œ<U+2211>2 = 0.007]. Due to a return rate of only 10% on the Norbeck Social Support Questionnaire (NSSQ), analysis of results of differences between pre and post-test scores was not possible. The low re",Results,2,10.3389/fpsyg.2014.00016,Frontiers in Psychology,Front Psychol,The pilot and evaluation of a postnatal support group for Iraqi women in the year following the birth of their baby,NA,5,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:3906562&metadataPrefix=pmc,2014
534,538,PMC3909833,F,"F(1, 15) = 0.084, P > 0.05",1,15,p > 0.05,0.084,NA,"t concentration (i.e., 60%), there was a significant effect of  time‚Äù [2.5% sucrose: F(5, 75) = 11.599, P < 0.001; 4% sucrose: F(5, 75) = 11.624, P < 0.001; 60% sucrose: F(5, 65) = 84.467, P < 0.001], but no significant effect of  pretreatment‚Äù [2.5% sucrose: F(1, 15) = 0.256, P > 0.05; 4% sucrose: F(1, 15) = 0.084, P > 0.05; 60% sucrose: F(1, 13) = 1.629, P > 0.05]. A significant interaction between  pretreatment‚Äù and  time‚Äù was found in 60% sucrose responses [F(5, 65) = 2.738, P < 0.05], analysis of simple effects revealed a marginal significant difference between the two pretreatment groups during the second 10 min",Results,1,10.3389/fnbeh.2014.00023,Frontiers in Behavioral Neuroscience,Front Behav Neurosci,Complex motivated behaviors for natural rewards following a binge-like regimen of morphine administration: mixed phenotypes of anhedonia and craving after short-term withdrawal,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:3909833&metadataPrefix=pmc,2014
535,539,PMC3910002,F,"F(1,13) = 26.09, p < 0.01",1,13,p < 0.01,26.09,NA,"1 h timepoint (p < 0.05, Bonferroni post hoc test, Figure 3A2). At the 24 h timepoint, analysis using a mixed factor ANOVA with treatment as the between subjects effect and object as the within subjects factor revealed no overall interaction effect [F(1,13) = 0.00, p = NS], but an effect of object [F(1,13) = 26.09, p < 0.01] but not treatment [F(1,13) = 0.37, p = NS] and increased exploration of the novel object by both exercise and control animals at the 24 h timepoint (p < 0.01, Bonferroni post hoc test, Figure 3B1). There was no difference in the index of discrimination or DI between exercise and control groups at",RESULTS,2,10.3389/fnagi.2014.00003,Frontiers in Aging Neuroscience,Front Aging Neurosci,Exercise enhances memory consolidation in the aging brain,NA,6,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:3910002&metadataPrefix=pmc,2014
536,542,PMC3912988,t,"t(4) = 1.59, p = 0.09",NA,4,p = 0.09,1.59,NA,"on. The results were analyzed using the same statistical method as the phrase repetition task, although it should be noted that power is low with only 5 fluency measures. Nevertheless, GOE's fluency showed a trend to significantly more improvement during the treatment phase than the baseline phase, t(4) = 1.59, p = 0.09 (see Figure 4A). AMC did not show any evidence of significantly greater improvement during the treatment phase, t(4) = 0.84, p = 0.23 (see Figure 4B). Figure 4 Mean percent accuracy of verbal fluency at baseline, during the treatment phases, and at the follow up session for (A) participant GOE and",Results,1,10.3389/fpsyg.2014.00037,Frontiers in Psychology,Front Psychol,Augmenting melodic intonation therapy with non-invasive brain stimulation to treat impaired left-hemisphere function: two case studies,NA,5,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:3912988&metadataPrefix=pmc,2014
537,543,PMC3913883,t,t(20) = 0.262; p = 0.796,NA,20,p = 0.796,0.262,NA,"ency‚Äù [F(1,20) = 9.691; p = 0.005; Œ<U+2211> 2 = 0.326]. Post hoct-tests revealed that there were more correct answers in parallel-hands trials than in crossed-hands trials only in incongruent trials [t(20) = 3.163; p = 0.005; parallel: 86.0% ¬± 1.904 and crossed: 81.5% ¬± 1.848] but not in congruent trials [t(20) = 0.262; p = 0.796]. Response timesA repeated-measures ANOVA of the RTs of correct responses (within-subjects factors  button type,‚Äù  hand position,‚Äù and  congruency‚Äù) revealed significant main effects for all three factors:  hand position‚Äù significantly differed [F(1,20) = 7.365; p = 0.013; Œ<U+2211> 2 = 0.269] with correct",RESULTS,2,10.3389/fpsyg.2014.00022,Frontiers in Psychology,Front Psychol,Lateralization of spatial information processing in response monitoring,NA,5,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:3913883&metadataPrefix=pmc,2014
538,544,PMC3914397,F,"F(3, 297) = 38.52, p < 0.000",3,297,p < 0.000,38.52,NA,"dition vó Home Language, F(9, 189) = 1.83, p = 0.066. Follow-up analysis revealed a significant difference in performance on the gM sentences, F(3, 63) = 3.42, p = 0.022, with OWH children performing lower than the OEH children, p = 0.044. The teens likewise showed a significant effect of condition, F(3, 297) = 38.52, p < 0.000, with significant differences across all conditions, ps = 0.001, except for the Gm and gM conditions, p = 0.238. There were no other differences among the teens. The younger adults also showed an effect of condition, F(3, 279) = 24.48, p < 0.000, with all conditions significantly different, ps = 0.",Metalinguistic task,3,10.3389/fpsyg.2014.00011,Frontiers in Psychology,Front Psychol,"Does language dominance affect cognitive performance in bilinguals? Lifespan evidence from preschoolers through older adults on card sorting, Simon, and metalinguistic tasks",NA,5,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:3914397&metadataPrefix=pmc,2014
539,545,PMC3915243,t,"t(35) = 2.838, p < 0.01",NA,35,p < 0.01,2.838,NA,"le MRCaMKCre mice spent more time in the chamber with the new stranger than male MRCaMKCre mice did (p < 0.05). Corticosterone levelsBasal plasma corticosterone concentrations were higher in male and female MRCaMKCre mice compared to their control littermates (male: t(13) = 4.116, p < 0.01; female: t(35) = 2.838, p < 0.01; Figure 5). Social approach increased corticosterone: levels were comparable between male MRCaMKCre mice and controls whereas female MRCaMKCre mice had lower levels than control mice (t(25) = 2.029, p = 0.05). This implies that meeting new conspecifics is stressful for both sexes but even more for",Results,2,10.3389/fnbeh.2014.00026,Frontiers in Behavioral Neuroscience,Front Behav Neurosci,"Deletion of the forebrain mineralocorticoid receptor impairs social discrimination and decision-making in male, but not in female mice",NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:3915243&metadataPrefix=pmc,2014
540,546,PMC3915773,F,"F1,23 = 3.89, p = 0.06",1,23,p = 0.06,3.89,NA,"ffers were higher when preceded by positive (M = 78.21%, SE = 4.41%) than by negative (M = 68.21%, SE = 5.68%) words (F1,23 = 5.51, p < 0.05). Acceptance rates of unfair offers were marginally higher when preceded by positive (M = 30.99%, SE = 5.68%) than by negative (M = 26.08%, SE = 5.02%) words (F1,23 = 3.89, p = 0.06; see Figure 2). Figure 2 Acceptance rates for fair and unfair offers following positive and negative descriptions of the interaction partners in certain and uncertain contexts. Error bars represent standard error of the mean. The additional analysis yielded a main effect of advantageousness (F1,23",Results,4,10.3389/fnhum.2014.00031,Frontiers in Human Neuroscience,Front Hum Neurosci,Social information and personal interests modulate neural activity during economic decision-making,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:3915773&metadataPrefix=pmc,2014
541,547,PMC3915915,F,"F(1,19) = .17, P < .69",1,19,p < .69,0.17,NA,"tasks (both immediate and delayed) were not significantly associated with change in symptom severity. The results of the MANCOVAs using percent change in HRSD17 as the measure of symptom severity change produced no significant effects in the remaining cognitive domains: Attention (Time vó Severity, F(1,19) = .17, P < .69; Time vó Severity vó Attention, F(2,18) = .34, P < .72), Visual Memory (Time vó Severity, F(1,19) = .22, P < .65; Time vó Severity vó Visual Memory, F(7,13) = .55, P < .79), Executive Function/Spatial Planning (Time vó Severity, F(1,19) = 1.27, P < .28; Time vó Severity vó Executive Function/Spatial Planni",3. Results,2,10.1155/2014/627863,Depression Research and Treatment,Depress Res Treat,Does Duloxetine Improve Cognitive Function Independently of Its Antidepressant Effect in Patients with Major Depressive Disorder and Subjective Reports of Cognitive Dysfunction?,NA,2014,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:3915915&metadataPrefix=pmc,2014
